name	lii	bii	distance
Czernik 9	135.4172	-0.4869	 1660
Czernik 42	107.1243	1.1465	 2585
Majaess 215	108.2157	0.5929
Juchert Saloran 1	118.5471	-2.6106	 3859
NGC 7429	108.9551	0.2719	 1190
NGC 7795	116.3755	-2.1626	 2105
Reiland 1	109.9929	-0.0862	 1664
Kumar 21	104.7184	2.8343	 2500
FSR 0364	104.1519	3.2285	 3399
Stock 23	140.0524	2.1464	  380
NGC 433	125.8878	-2.6087	 2323
Czernik 2	121.9681	-2.7073	 1775
NGC 743	131.2028	-1.6335	 1618
Czernik 10	135.3519	-0.2108	 1575
NGC 129	120.2702	-2.5426	 1625
Kronberger 23	110.2037	0.0144	 3065
Riddle 4	132.2226	-1.2377	 2800
FSR 0436	113.0031	-1.0369
Skiff J2330+60.2	113.0152	-1.0399	 1859
FSR 0537	126.3167	-2.3413	 2075
Berkeley 2	119.7069	-2.308	 5250
Teutsch 53	105.742	2.541	 5502
Berkeley 65	135.8344	0.2677	 2274
IC 1848	137.1909	0.9203	 2200
Markarian 50	111.3502	-0.2251	 2114
Majaess 227	115.1063	-1.4263
Berkeley 1	117.7961	-1.9789	 2420
King 19	110.5699	0.1443	 1967
SAI 149	114.0253	-1.047	 2370
FSR 0628	140.5451	2.9897	 5001
SAI 24	138.0295	1.5016	 1000
Collinder 34	138.0256	1.5002
NGC 7510	110.9027	0.0643	 3480
NGC 581	128.0524	-1.8041	 2194
NGC 6939	95.9028	12.3043	 1800
NGC 659	129.3753	-1.5341	 1938
SAI 6	120.0512	-2.0508	 2700
FSR 0460	116.5752	-1.533	 5875
Markarian 6	134.6646	0.0922	  698
FSR 0547	127.6167	-1.8053	 2800
NGC 7419	109.1335	1.1198	 2300
FSR 0369	105.1524	3.4092	 4427
FSR 0451	115.6669	-1.173	 1732
FSR 0422	111.4683	0.14	 1200
Pfleiderer 3	110.6935	0.4702	 4570
FSR 0448	115.1973	-0.9852	 2012
Berkeley 60	118.8438	-1.6703	 4365
Berkeley 58	116.7534	-1.2889	 2700
Majaess 30	136.2201	1.077
Alessi Teutsch 5	104.4508	4.1477	  900
Berkeley 6	130.0974	-0.9767	 2520
S1	130.0513	-0.9567	 2200
NGC 189	121.4992	-1.7438	  752
FSR 0578	133.4424	0.0606	 2668
FSR 0426	111.6112	0.3681
King 13	117.9675	-1.306	 3100
NGC 7790	116.5887	-1.0085	 2944
NGC 663	129.4667	-0.9407	 2420
Trumpler 1	128.2242	-1.1328	 2469
FSR 0425	111.5717	0.5654	 2644
FSR 0534	126.0486	-1.4143	 1800
Czernik 43	112.8414	0.134	 2510
NGC 103	119.7966	-1.389	 3026
Czernik 5	130.5575	-0.5606	 2750
NGC 7788	116.4211	-0.7765	 2750
IC 1805	134.7256	0.9188	 2344
FSR 0480	118.585	-1.0901	 5492
Czernik 1	117.7262	-0.9532	 2530
Czernik 4	128.1795	-0.9446	 1630
NGC 136	120.5618	-1.2719	 5220
ASCC 4	123.1377	-1.2911	  750
NGC 381	124.939	-1.2226	 1148
NGC 7654	112.8189	0.4345	 1400
FSR 0505	121.5798	-1.2441
FSR 0584	134.0492	0.8401	 2009
Teutsch 76	106.821	3.3078	 4150
Frolov 1	116.5593	-0.568	 2000
NGC 1027	135.7473	1.5623	 1030
Mayer 1	119.4438	-0.9215	 1430
Harvard 21	116.2058	-0.354	 1937
NGC 225	122.0111	-1.0828	  657
Tombaugh 4	134.1821	1.0591	 3850
IC 166	130.0714	-0.1891	 4800
King 15	120.7482	-0.9265	 3162
NGC 654	129.0821	-0.3575	 2410
Majaess 225	114.6114	0.2191
King 12	116.121	-0.1509	 2490
Stock 24	121.5523	-0.8903	 2818
Czernik 17	142.5567	6.1849	 7000
Czernik 44	113.9075	0.4515	 3450
Teutsch 162	136.1323	2.1194	 2050
NGC 358	124.5434	-0.8071
Teutsch 55	134.0788	1.3525	 6020
FSR 0404	109.6169	2.3603	 5763
Stock 17	115.1232	0.3186	 2144
NGC 366	124.6777	-0.5909	 1785
Czernik 7	131.1586	0.5237	 3300
SAI 16	131.4312	0.6216	 7700
ASCC 117	104.8494	5.394	 1200
Pfleiderer 4	115.9678	0.2702	 7900
NGC 1502	143.6723	7.6576	 1000
Stock 3	125.3511	-0.4404	 1363
Czernik 13	135.6585	2.3103	 3961
Berkeley 7	130.1379	0.3762	 2570
FSR 0498	120.3626	-0.345	 1800
ASCC 130	116.2075	0.3363	 3400
SAI 21	134.5161	2.0478	 1860
NGC 7160	104.0117	6.4572	  789
FSR 0406	109.8613	2.7642	 7001
Stock 20	119.9259	-0.1021	 1100
SAI 14	126.8929	0.0202	 6460
ASCC 1	118.1525	0.1971	 4000
SAI 4	119.7542	0.0036	 1600
King 21	115.9465	0.6825	 2103
ASCC 125	110.1782	2.7651	 1500
Czernik 3	124.2649	-0.0582	 1410
Kronberger 55	116.3246	0.6651	 1260
Czernik 6	130.8865	1.0565	 2700
FSR 0413	110.728	2.6689	 1800
Berkeley 5	129.2927	0.7597	 6200
Teutsch 23	115.7923	1.0019	 2680
FSR 0542	126.8304	0.3846	 1934
FSR 0414	110.8579	2.7492	  831
FSR 0416	110.9305	2.763	  700
FSR 0536	126.1294	0.3727	 3001
King 14	120.7452	0.3662	 2960
Negueruela 1	115.7847	1.2413	 2800
FSR 0453	115.7953	1.2452
Trumpler 3	137.9763	4.5546	  460
Pismis Moreno 1	106.7237	5.3046	  800
NGC 559	127.1952	0.7479	 2430
Majaess 9	119.5477	0.6514
NGC 146	120.8612	0.5367	 3470
NGC 133	120.6778	0.5663	  630
FSR 0442	113.9936	2.0318	 1252
Berkeley 104	117.6301	1.2061	 4365
FSR 0538	126.3252	1.0237	 2146
Berkeley 63	132.5063	2.4959	 5700
FSR 0494	120.0728	1.0299	 5087
Berkeley 100	113.6596	2.4576	 3775
Stock 6	132.8809	2.7915	 1700
Berkeley 93	105.072	7.3185	 5600
Berkeley 62	123.9817	1.0977	 2320
FSR 0496	120.2567	1.2888	 1123
NGC 637	128.5458	1.7324	 2500
Dias 1	121.9639	1.213	 1690
Dolidze 13	122.7423	1.2553	 2400
King 16	122.0949	1.3263	 1920
Berkeley 101	114.504	2.6312	 2693
Majaess 26	128.7767	2.0143
King 1	119.7626	1.6897	 1080
Berkeley 4	122.2377	1.5216	 2460
Stock 5	130.7141	2.6712	 1100
Majaess 8	119.2054	1.8856
FSR 0553	128.2369	2.1536	 7500
NGC 609	127.7404	2.087	 3981
Czernik 45	117.0503	2.3097	 2530
Stock 18	117.6245	2.2679	 1242
FSR 0519	123.0456	1.7799	 1450
ASCC 127	112.2603	4.135	  350
FSR 0551	128.0319	2.5026	 3500
Majaess 1	118.29	2.499
FSR 0508	121.9301	2.1278	 5501
Patchick 78	121.01	2.3131	 1507
FSR 0469	117.3155	3.1369
Pfleiderer 1	124.6521	2.8312	 7200
Majaess 20	123.672	2.8116
NGC 7142	105.3469	9.485	 2100
FSR 0522	123.1778	2.9227	 1506
FSR 0546	127.5934	3.4013	 2501
Berkeley 64	131.9188	4.605	 3981
FSR 0549	127.8287	3.5074	 6001
FSR 0516	122.8635	3.0967	  810
NGC 7129	105.4044	9.885	 1070
Berkeley 10	138.6158	8.8785	 1700
NGC 3231	141.9237	44.6529	  715
Berkeley 61	122.6465	4.3299	 3798
Berkeley 59	118.221	4.9961	 1000
NGC 7762	118.1271	5.6442	  780
Collinder 427	103.9982	14.2623
Skiff J0058+68.4	123.5814	5.606	 1600
King 11	117.1632	6.4773	 2892
Collinder 285	109.8667	44.6768	   25
vdBergh 152	110.2718	11.3645	 1964
Platais 3	139.3455	16.1483	  200
NGC 110	120.9962	8.6019	 1290
NGC 2408	143.625	29.4655	 1133
Berkeley 99	115.9519	10.1063	 4900
Collinder 463	127.1919	9.3889	  702
Collinder 471	110.8981	13.0835	 2003
Majaess 29	130.0893	11.1119
NGC 7708	117.3993	10.7882	 1607
vdBergh 150	112.0625	13.9056	 3990
Collinder 464	138.3733	19.6096
OCl 374	139.5847	27.3516	 1900
Berkeley 8	127.3517	13.2127	 3150
SAI 30	128.5255	21.2691	 3100
NGC 188	122.8431	22.3839	 1714
