hip	ecl_lon	ecl_lat	plx_diff	plx_diff_error	div	xhip_plx	xhip_plx_error	tgas_plx	tgas_plx_error
39062	130.64921287944878	-47.74443221562652	3.459388603250833	0.8722583130851056	3.9660139105069248	9.54	0.81	6.080611396749166	0.3236272002568294
104670	316.0405740200468	1.5397534181932613	3.679078675220145	0.9279162822103041	3.9648821189521	8.	0.82	4.320921324779855	0.43431397259470356
101324	304.8761820783146	-3.2045984096204947	2.9012401153584637	0.7317947890890781	3.9645542146724804	9.32	0.67	6.418759884641537	0.2943188973510338
85968	265.2798138736312	-25.13500459718356	3.3959953950051167	0.8569240972382237	3.9630060654730714	4.7	0.76	1.3040046049948835	0.395877390649611
10138	0.4435524284423041	-57.8525871199287	3.865222516899351	0.9761579833636187	3.95962803436865	92.74	0.32	88.87477748310064	0.9222171156970178
2200	18.082406037130827	23.000700263299017	3.0677752037853887	0.7760320100339047	3.9531554937422726	7.92	0.7	4.852224796214611	0.3350010158152695
113688	354.5466950627623	23.421874749600487	-3.8625623068399566	0.9773223340981682	3.9521887222644576	12.07	0.88	15.932562306839957	0.425157552828468
20441	66.70296234669634	-4.703703029342828	-6.712369417954658	1.6988630468037966	3.951095075370061	25.31	1.6	32.02236941795466	0.5710828764684494
89499	273.2907356949722	-12.243251308338577	2.8002803000661194	0.7088422968459371	3.9504983160940585	6.1	0.64	3.2997196999338803	0.3047251249861481
57344	193.9760381371342	-35.45526814173581	-5.685039724903696	1.4392854592998428	3.9499042307210206	15.16	1.07	20.845039724903696	0.962622788714229
44909	253.9400781045404	-70.72721289177916	-2.5635810871631035	0.6491754932059353	3.9489800739441487	7.54	0.6	10.103581087163104	0.24784838304731632
